Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
Gua kira emyu itu udh paling gblk ternyata gua lebih gblokk anjj,gua kira emyu itu udh paling gblk ternyata gua lebih gblokk anjj,negatif,gua kira emyu itu udh paling gblk ternyata gua lebih gblokk anjj,gua kira emyu itu udh paling gblk ternyata gua lebih gblokk anjj,gua kira emyu itu sudah paling gblk ternyata gua lebih gblokk anjj,"['gua', 'kira', 'emyu', 'itu', 'sudah', 'paling', 'gblk', 'ternyata', 'gua', 'lebih', 'gblokk', 'anjj']",gua emyu gblk gua gblokk anjj
@_donpablo13 @ManUtd_ID Jelas paham pak vincent niki,jelas paham pak vincent niki,positif,jelas paham pak vincent niki,jelas paham pak vincent niki,jelas paham pak vincent niki,"['jelas', 'paham', 'pak', 'vincent', 'niki']",paham vincent niki
@SiaranBolaLive @ManUtd_ID wkwkwkwkkwwkkk botak bukan sembarang botak ini botak yg bersinar kocak bukan sembarang kocak emyu semakin terjungkal.,wkwkwkwkkwwk botak bukan sembarang botak ini botak yg bersinar kocak bukan sembarang kocak emyu semakin terjungkal,negatif,wkwkwkwkkwwk botak bukan sembarang botak ini botak yg bersinar kocak bukan sembarang kocak emyu semakin terjungkal,wkwkwkwkkwwk botak bukan sembarang botak ini botak yg bersinar kocak bukan sembarang kocak emyu semakin terjungkal,wkwkwkwkkwwk botak bukan sembarang botak ini botak yang bersinar kocak bukan sembarang kocak emyu semakin terjungkal,"['wkwkwkwkkwwk', 'botak', 'bukan', 'sembarang', 'botak', 'ini', 'botak', 'yang', 'bersinar', 'kocak', 'bukan', 'sembarang', 'kocak', 'emyu', 'semakin', 'terjungkal']",wkwkwkwkkwwk botak sembarang botak botak bersinar kocak sembarang kocak emyu terjungkal
Udah dibilang ngeyel si malah fansnya dulu sibuk ngatain emyu. Skor buat perscam-an Emyu 1 : 1 Chelsea,udah dibilang ngeyel si malah fansnya dulu sibuk ngatain emyu skor buat perscaman emyu chelsea,negatif,udah dibilang ngeyel si malah fansnya dulu sibuk ngatain emyu skor buat perscaman emyu chelsea,udah dibilang ngeyel si malah fansnya dulu sibuk ngatain emyu skor buat perscaman emyu chelsea,sudah dibilang ngeyel sih malah fansnya dulu sibuk mengatai emyu skor buat perscaman emyu chelsea,"['sudah', 'dibilang', 'ngeyel', 'sih', 'malah', 'fansnya', 'dulu', 'sibuk', 'mengatai', 'emyu', 'skor', 'buat', 'perscaman', 'emyu', 'chelsea']",dibilang ngeyel sih fansnya sibuk mengatai emyu skor perscaman emyu chelsea
@ManUtd_ID @ChrisEriksen8 Tapi kalah di game ke-300-nya. Heuheu,tapi kalah di game kenya heuheu,negatif,tapi kalah di game kenya heuheu,tapi kalah di game kenya heuheu,tapi kalah di game kenya heuheu,"['tapi', 'kalah', 'di', 'game', 'kenya', 'heuheu']",kalah game kenya heuheu
@ManUtd_ID Nambahi pikiran ae,nambahi pikiran ae,negatif,nambahi pikiran ae,nambahi pikiran ae,nambahi pikiran saja,"['nambahi', 'pikiran', 'saja']",nambahi pikiran
FT Manchester United 0-0 Aston Villa Dua-duanya katro mainnya. Berharap emyu menang adalah keniscayaan yg fana #MUFC #UnitedIcon https://t.co/AStepkc089,ft manchester united aston villa duaduanya katro mainnya berharap emyu menang adalah keniscayaan yg fana mufc unitedicon,positif,ft manchester united aston villa duaduanya katro mainnya berharap emyu menang adalah keniscayaan yg fana mufc unitedicon,ft manchester united aston villa duaduanya katro mainnya berharap emyu menang adalah keniscayaan yg fana mufc unitedicon,ft manchester united aston villa duaduanya katro mainnya berharap emyu menang adalah keniscayaan yang fana mufc unitedicon,"['ft', 'manchester', 'united', 'aston', 'villa', 'duaduanya', 'katro', 'mainnya', 'berharap', 'emyu', 'menang', 'adalah', 'keniscayaan', 'yang', 'fana', 'mufc', 'unitedicon']",ft manchester united aston villa duaduanya katro mainnya berharap emyu menang keniscayaan fana mufc unitedicon
"Antony di Emyu tuh kayak wifi kampus, kadang kenceng kadang ilang sinyal.",antony di emyu tuh kayak wifi kampus kadang kenceng kadang ilang sinyal,negatif,antony di emyu tuh kayak wifi kampus kadang kenceng kadang ilang sinyal,antony di emyu tuh kayak wifi kampus kadang kenceng kadang ilang sinyal,antony di emyu tuh kayak wifi kampus kadang kencang kadang hilang sinyal,"['antony', 'di', 'emyu', 'tuh', 'kayak', 'wifi', 'kampus', 'kadang', 'kencang', 'kadang', 'hilang', 'sinyal']",antony emyu tuh kayak wifi kampus kadang kencang kadang hilang sinyal
plot twist hari ini @ManUtd_ID https://t.co/TG7KQHz62w,plot twist hari ini,netral,plot twist hari ini,plot twist hari ini,plot twist hari ini,"['plot', 'twist', 'hari', 'ini']",plot twist
@Dohoovn Padahal kalo nama itu kepake jadi name stage kamu keren loh langka. YA KENAPA EMANGNYA? KAN I LOVE EMYU.,padahal kalo nama itu kepake jadi name stage kamu keren loh langka ya kenapa emangnya kan i love emyu,positif,padahal kalo nama itu kepake jadi name stage kamu keren loh langka ya kenapa emangnya kan i love emyu,padahal kalo nama itu kepake jadi name stage kamu keren loh langka ya kenapa emangnya kan i love emyu,padahal kalo nama itu kepake jadi name stage kamu keren loh langka ya kenapa memangnya kan i love emyu,"['padahal', 'kalo', 'nama', 'itu', 'kepake', 'jadi', 'name', 'stage', 'kamu', 'keren', 'loh', 'langka', 'ya', 'kenapa', 'memangnya', 'kan', 'i', 'love', 'emyu']",kalo nama kepake name stage keren loh langka ya memangnya i love emyu
@erirendy5 @ManUtd_ID Kalo ngomongin Premier League mah MU juga gapunya. Fergie itu masih jaman Barclays Premier League,kalo ngomongin premier league mah mu juga gapunya fergie itu masih jaman barclays premier league,netral,kalo ngomongin premier league mah mu juga gapunya fergie itu masih jaman barclays premier league,kalo ngomongin premier league mah mu juga gapunya fergie itu masih jaman barclays premier league,kalo mengomongkan premier league mah mu juga enggak punya fergie itu masih jaman barclays premier league,"['kalo', 'mengomongkan', 'premier', 'league', 'mah', 'mu', 'juga', 'enggak', 'punya', 'fergie', 'itu', 'masih', 'jaman', 'barclays', 'premier', 'league']",kalo mengomongkan premier league mah mu fergie jaman barclays premier league
@erickthohir @TimnasIndonesia kalau kalah ya posting liat nih Jangan kalau menang ngetag sana sini malu..... @ManUtd_ID @ManCity posting tuh walaupun kalah jangan biasain ya berubah ya katanya raksasa yang tertidur di podkes itu kok gk berani mosting full,kalau kalah ya posting liat nih jangan kalau menang ngetag sana sini malu posting tuh walaupun kalah jangan biasain ya berubah ya katanya raksasa yang tertidur di podkes itu kok gk berani mosting full,positif,kalau kalah ya posting liat nih jangan kalau menang ngetag sana sini malu posting tuh walaupun kalah jangan biasain ya berubah ya katanya raksasa yang tertidur di podkes itu kok gk berani mosting full,kalau kalah ya posting liat nih jangan kalau menang ngetag sana sini malu posting tuh walaupun kalah jangan biasain ya berubah ya katanya raksasa yang tertidur di podkes itu kok gk berani mosting full,kalau kalah ya posting lihat nih jangan kalau menang ngetag sana sini malu posting tuh walaupun kalah jangan biasain ya berubah ya katanya raksasa yang tertidur di podkes itu kok enggak berani mosting full,"['kalau', 'kalah', 'ya', 'posting', 'lihat', 'nih', 'jangan', 'kalau', 'menang', 'ngetag', 'sana', 'sini', 'malu', 'posting', 'tuh', 'walaupun', 'kalah', 'jangan', 'biasain', 'ya', 'berubah', 'ya', 'katanya', 'raksasa', 'yang', 'tertidur', 'di', 'podkes', 'itu', 'kok', 'enggak', 'berani', 'mosting', 'full']",kalah ya posting lihat nih menang ngetag malu posting tuh kalah biasain ya berubah ya raksasa tertidur podkes berani mosting full
bro meragukan kesetiaan seorang fans emyu sejak kelas 5 sd,bro meragukan kesetiaan seorang fans emyu sejak kelas sd,negatif,bro meragukan kesetiaan seorang fans emyu sejak kelas sd,bro meragukan kesetiaan seorang fans emyu sejak kelas sd,bro meragukan kesetiaan seorang fan emyu sejak kelas sd,"['bro', 'meragukan', 'kesetiaan', 'seorang', 'fan', 'emyu', 'sejak', 'kelas', 'sd']",bro meragukan kesetiaan fan emyu kelas sd
Update: Nistelrooy done deal buat jadi manager Leicester City mang enaak sukuriinn..sukuriin luu king emyu @ManUtd #ManchesterUnited,update nistelrooy done deal buat jadi manager leicester city mang enaak sukuriinnsukuriin luu king emyu manchesterunited,positif,update nistelrooy done deal buat jadi manager leicester city mang enaak sukuriinnsukuriin luu king emyu manchesterunited,update nistelrooy done deal buat jadi manager leicester city mang enaak sukuriinnsukuriin luu king emyu manchesterunited,update nistelrooy done deal buat jadi manager leicester city memang enaak sukuriinnsukuriin lu king emyu manchesterunited,"['update', 'nistelrooy', 'done', 'deal', 'buat', 'jadi', 'manager', 'leicester', 'city', 'memang', 'enaak', 'sukuriinnsukuriin', 'lu', 'king', 'emyu', 'manchesterunited']",update nistelrooy done deal manager leicester city enaak sukuriinnsukuriin lu king emyu manchesterunited
@ManUtd_ID Waktunya muntot,waktunya muntot,netral,waktunya muntot,waktunya muntot,waktunya muntot,"['waktunya', 'muntot']",muntot
@ManUtd_ID @HarryMaguire93 Kesayangan @Mangujang_fc,kesayangan,positif,kesayangan,kesayangan,kesayangan,['kesayangan'],kesayangan
@WittyOwlie Emyu,emyu,netral,emyu,emyu,emyu,['emyu'],emyu
@ManUtd_ID masih butuh lawan sepadan?,masih butuh lawan sepadan,positif,masih butuh lawan sepadan,masih butuh lawan sepadan,masih butuh lawan sepadan,"['masih', 'butuh', 'lawan', 'sepadan']",butuh lawan sepadan
@amiiruul_ @ManUtd_ID Wkwkwkwk bner juga,wkwkwkwk bner juga,negatif,wkwkwkwk bner juga,wkwkwkwk bner juga,wkwkwkwk benar juga,"['wkwkwkwk', 'benar', 'juga']",wkwkwkwk
EMYU DIPANTATIN SALIBA FT : Arsenal 2 - 0 Manchester United https://t.co/xGg44gYz0N,emyu dipantatin saliba ft arsenal manchester united,netral,emyu dipantatin saliba ft arsenal manchester united,emyu dipantatin saliba ft arsenal manchester united,emyu dipantatin saliba ft arsenal manchester united,"['emyu', 'dipantatin', 'saliba', 'ft', 'arsenal', 'manchester', 'united']",emyu dipantatin saliba ft arsenal manchester united
- Potret beberapa pemain #MUFC kembali melakukan sesi latihan setelah laga melawan Leicester di Old Trafford. Terlihat Casemiro ikut serta pada sesi latihan kali ini. Sumber : @samuelluckhurst &amp,potret beberapa pemain mufc kembali melakukan sesi latihan setelah laga melawan leicester di old trafford terlihat casemiro ikut serta pada sesi latihan kali ini sumber amp,netral,potret beberapa pemain mufc kembali melakukan sesi latihan setelah laga melawan leicester di old trafford terlihat casemiro ikut serta pada sesi latihan kali ini sumber amp,potret beberapa pemain mufc kembali melakukan sesi latihan setelah laga melawan leicester di old trafford terlihat casemiro ikut serta pada sesi latihan kali ini sumber amp,potret beberapa pemain mufc kembali melakukan sesi latihan setelah laga melawan leicester di old trafford terlihat casemiro ikut serta pada sesi latihan kali ini sumber amp,"['potret', 'beberapa', 'pemain', 'mufc', 'kembali', 'melakukan', 'sesi', 'latihan', 'setelah', 'laga', 'melawan', 'leicester', 'di', 'old', 'trafford', 'terlihat', 'casemiro', 'ikut', 'serta', 'pada', 'sesi', 'latihan', 'kali', 'ini', 'sumber', 'amp']",potret pemain mufc sesi latihan laga melawan leicester old trafford casemiro sesi latihan kali sumber amp
@albert_wb @utdfocusid wkwk emg level emyu ada dimana bang?,wkwk emg level emyu ada dimana bang,netral,wkwk emg level emyu ada dimana bang,wkwk emg level emyu ada dimana bang,wkwk memang level emyu ada dimana bang,"['wkwk', 'memang', 'level', 'emyu', 'ada', 'dimana', 'bang']",wkwk level emyu dimana bang
Selagi badut Onana dan Dalot dimainkan ogah gw nonton klub najis ini @ManUtd_ID,selagi badut onana dan dalot dimainkan ogah gw nonton klub najis ini,negatif,selagi badut onana dan dalot dimainkan ogah gw nonton klub najis ini,selagi badut onana dan dalot dimainkan ogah gw nonton klub najis ini,selagi badut onana dan dalot dimainkan ogah gue menonton klub najis ini,"['selagi', 'badut', 'onana', 'dan', 'dalot', 'dimainkan', 'ogah', 'gue', 'menonton', 'klub', 'najis', 'ini']",selagi badut onana dalot dimainkan ogah gue menonton klub najis
@ManUtd_ID Menangke bang,menangke bang,positif,menangke bang,menangke bang,menangke bang,"['menangke', 'bang']",menangke bang
@LocalKid_ @ManUtd_ID Aih parah,aih parah,negatif,aih parah,aih parah,aih parah,"['aih', 'parah']",aih parah
@ManUtd_ID Hadehh dua tim calon degradasi,hadehh dua tim calon degradasi,negatif,hadehh dua tim calon degradasi,hadehh dua tim calon degradasi,hadehh dua tim calon degradasi,"['hadehh', 'dua', 'tim', 'calon', 'degradasi']",hadehh tim calon degradasi
@kastrophiIe @cikikommo Mending dukung timnas daripada emyu (kata STY),mending dukung timnas daripada emyu kata sty,negatif,mending dukung timnas daripada emyu kata sty,mending dukung timnas daripada emyu kata sty,mending dukung timnas daripada emyu kata sty,"['mending', 'dukung', 'timnas', 'daripada', 'emyu', 'kata', 'sty']",mending dukung timnas emyu sty
@ManUtd_ID Kirain yang tumbang cuma pohon,kirain yang tumbang cuma pohon,negatif,kirain yang tumbang cuma pohon,kirain yang tumbang cuma pohon,mengira yang tumbang cuma pohon,"['mengira', 'yang', 'tumbang', 'cuma', 'pohon']",tumbang pohon
@flowwwife @ManUtd_ID bjir melu melu ngehujat,bjir melu melu ngehujat,negatif,bjir melu melu ngehujat,bjir melu melu ngehujat,bjir melu melu ngehujat,"['bjir', 'melu', 'melu', 'ngehujat']",bjir melu melu ngehujat
Polisi Jerman secara brutal melecehkan wanita karena mengenakan jilbab chaffiyeh Palestina di sebuah mal di Berlin. Petugas polisi Jerman akan menangkap dan menarik siapa pun yg mereka lihat yg memiliki simbol Palestina. . . . . . Malam emyu pepaya pisang Manchester United https://t.co/7wEL15ko6H,polisi jerman secara brutal melecehkan wanita karena mengenakan jilbab chaffiyeh palestina di sebuah mal di berlin petugas polisi jerman akan menangkap dan menarik siapa pun yg mereka lihat yg memiliki simbol palestina malam emyu pepaya pisang manchester united,positif,polisi jerman secara brutal melecehkan wanita karena mengenakan jilbab chaffiyeh palestina di sebuah mal di berlin petugas polisi jerman akan menangkap dan menarik siapa pun yg mereka lihat yg memiliki simbol palestina malam emyu pepaya pisang manchester united,polisi jerman secara brutal melecehkan wanita karena mengenakan jilbab chaffiyeh palestina di sebuah mal di berlin petugas polisi jerman akan menangkap dan menarik siapa pun yg mereka lihat yg memiliki simbol palestina malam emyu pepaya pisang manchester united,polisi jerman secara brutal melecehkan wanita karena mengenakan jilbab chaffiyeh palestina di sebuah mal di berlin petugas polisi jerman akan menangkap dan menarik siapa pun yang mereka lihat yang memiliki simbol palestina malam emyu pepaya pisang manchester united,"['polisi', 'jerman', 'secara', 'brutal', 'melecehkan', 'wanita', 'karena', 'mengenakan', 'jilbab', 'chaffiyeh', 'palestina', 'di', 'sebuah', 'mal', 'di', 'berlin', 'petugas', 'polisi', 'jerman', 'akan', 'menangkap', 'dan', 'menarik', 'siapa', 'pun', 'yang', 'mereka', 'lihat', 'yang', 'memiliki', 'simbol', 'palestina', 'malam', 'emyu', 'pepaya', 'pisang', 'manchester', 'united']",polisi jerman brutal melecehkan wanita mengenakan jilbab chaffiyeh palestina mal berlin petugas polisi jerman menangkap menarik lihat memiliki simbol palestina malam emyu pepaya pisang manchester united
@ohmy_beautybank Jersey emyu,jersey emyu,netral,jersey emyu,jersey emyu,jersey emyu,"['jersey', 'emyu']",jersey emyu
@pouchitta km haters emyu jg gk,km haters emyu jg gk,negatif,km haters emyu jg gk,km haters emyu jg gk,kamu haters emyu juga enggak,"['kamu', 'haters', 'emyu', 'juga', 'enggak']",haters emyu
ï¸: Emyu tanpa erik ten hag bisa apa? : Bisa menang bos #ManchesterUnited,emyu tanpa erik ten hag bisa apa bisa menang bos manchesterunited,positif,emyu tanpa erik ten hag bisa apa bisa menang bos manchesterunited,emyu tanpa erik ten hag bisa apa bisa menang bos manchesterunited,emyu tanpa erik ten hag bisa apa bisa menang bos manchesterunited,"['emyu', 'tanpa', 'erik', 'ten', 'hag', 'bisa', 'apa', 'bisa', 'menang', 'bos', 'manchesterunited']",emyu erik ten hag menang bos manchesterunited
posisi klasemen Emyu skrng miripÂ² pada masa Perang dunia Ke 2 Hampir degradasi. Dulu cuma beli 2 pemain selamat degradasi.. Skrng beli 6 pemain malah pengen degradasi. Management kalo masih percaya 10Hag goblok tolol banget dah... #ETHOUT #ManchesterUnited,posisi klasemen emyu skrng mirip pada masa perang dunia ke hampir degradasi dulu cuma beli pemain selamat degradasi skrng beli pemain malah pengen degradasi management kalo masih percaya hag goblok tolol banget dah ethout manchesterunited,negatif,posisi klasemen emyu skrng mirip pada masa perang dunia ke hampir degradasi dulu cuma beli pemain selamat degradasi skrng beli pemain malah pengen degradasi management kalo masih percaya hag goblok tolol banget dah ethout manchesterunited,posisi klasemen emyu skrng mirip pada masa perang dunia ke hampir degradasi dulu cuma beli pemain selamat degradasi skrng beli pemain malah pengen degradasi management kalo masih percaya hag goblok tolol banget dah ethout manchesterunited,posisi klasemen emyu sekarang mirip pada masa perang dunia ke hampir degradasi dulu cuma beli pemain selamat degradasi sekarang beli pemain malah pengin degradasi management kalo masih percaya hag goblok tolol banget deh ethout manchesterunited,"['posisi', 'klasemen', 'emyu', 'sekarang', 'mirip', 'pada', 'masa', 'perang', 'dunia', 'ke', 'hampir', 'degradasi', 'dulu', 'cuma', 'beli', 'pemain', 'selamat', 'degradasi', 'sekarang', 'beli', 'pemain', 'malah', 'pengin', 'degradasi', 'management', 'kalo', 'masih', 'percaya', 'hag', 'goblok', 'tolol', 'banget', 'deh', 'ethout', 'manchesterunited']",posisi klasemen emyu perang dunia degradasi beli pemain selamat degradasi beli pemain pengin degradasi management kalo percaya hag goblok tolol banget deh ethout manchesterunited
