Comment Text,Cleaned Comment,Sentiment,lowercase,no_punct_digit,normalized,tokenized,preprocessing_comment
Kenapa ya aura onana klo main rasanya mw kalah terus bawakan nya.. Syukur alhamdulillah ada mantan lord edisi sblmnya Maguire jd pembeda di akhir laga ï£¿Ã¼Ã²Ã§,kenapa ya aura onana klo main rasanya mw kalah terus bawakan nya syukur alhamdulillah ada mantan lord edisi sblmnya maguire jd pembeda di akhir laga,negatif,kenapa ya aura onana klo main rasanya mw kalah terus bawakan nya syukur alhamdulillah ada mantan lord edisi sblmnya maguire jd pembeda di akhir laga,kenapa ya aura onana klo main rasanya mw kalah terus bawakan nya syukur alhamdulillah ada mantan lord edisi sblmnya maguire jd pembeda di akhir laga,kenapa ya aura onana kalo main rasanya mau kalah terus bawakan nya syukur alhamdulillah ada mantan lord edisi sebelumnya maguire jadi pembeda di akhir laga,"['kenapa', 'ya', 'aura', 'onana', 'kalo', 'main', 'rasanya', 'mau', 'kalah', 'terus', 'bawakan', 'nya', 'syukur', 'alhamdulillah', 'ada', 'mantan', 'lord', 'edisi', 'sebelumnya', 'maguire', 'jadi', 'pembeda', 'di', 'akhir', 'laga']",ya aura onana kalo main kalah bawakan nya syukur alhamdulillah mantan lord edisi maguire pembeda laga
harusnya umpan terobosan sih itu haha,harusnya umpan terobosan sih itu haha,negatif,harusnya umpan terobosan sih itu haha,harusnya umpan terobosan sih itu haha,harusnya umpan terobosan sih itu haha,"['harusnya', 'umpan', 'terobosan', 'sih', 'itu', 'haha']",umpan terobosan sih haha
"Pogba semakin menunjukkan performa yang lebih baik di bawah Ruben Amorim, meskipun hasil imbang, saya melihat banyak perkembangan positif.",pogba semakin menunjukkan performa yang lebih baik di bawah ruben amorim meskipun hasil imbang saya melihat banyak perkembangan positif,positif,pogba semakin menunjukkan performa yang lebih baik di bawah ruben amorim meskipun hasil imbang saya melihat banyak perkembangan positif,pogba semakin menunjukkan performa yang lebih baik di bawah ruben amorim meskipun hasil imbang saya melihat banyak perkembangan positif,pogba semakin menunjukkan performa yang lebih baik di bawah ruben amorim meskipun hasil imbang saya melihat banyak perkembangan positif,"['pogba', 'semakin', 'menunjukkan', 'performa', 'yang', 'lebih', 'baik', 'di', 'bawah', 'ruben', 'amorim', 'meskipun', 'hasil', 'imbang', 'saya', 'melihat', 'banyak', 'perkembangan', 'positif']",pogba performa ruben amorim hasil imbang perkembangan positif
Sangat layak,sangat layak,positif,sangat layak,sangat layak,sangat layak,"['sangat', 'layak']",layak
@lavahim iya...yang rugi Ed yg untung ineos ï£¿Ã¼Ã²Ã,iyayang rugi ed yg untung ineos,negatif,iyayang rugi ed yg untung ineos,iyayang rugi ed yg untung ineos,iyayang rugi ed yang untung ineos,"['iyayang', 'rugi', 'ed', 'yang', 'untung', 'ineos']",iyayang rugi ed untung ineos
Rashford OUT,rashford out,netral,rashford out,rashford out,rashford out,"['rashford', 'out']",rashford out
Ini baru pembisnis cerdas ï£¿Ã¼Ã«Ã¨ï£¿Ã¼Ã«Ã¨ gk kayak yg lama.lintah darat,ini baru pembisnis cerdas gk kayak yg lamalintah darat,negatif,ini baru pembisnis cerdas gk kayak yg lamalintah darat,ini baru pembisnis cerdas gk kayak yg lamalintah darat,ini baru pembisnis cerdas enggak kayak yang lamalintah darat,"['ini', 'baru', 'pembisnis', 'cerdas', 'enggak', 'kayak', 'yang', 'lamalintah', 'darat']",pembisnis cerdas kayak lamalintah darat
Latian cap tai kok cidera smua,latian cap tai kok cidera smua,negatif,latian cap tai kok cidera smua,latian cap tai kok cidera smua,latihan cap tahi kok cidera semua,"['latihan', 'cap', 'tahi', 'kok', 'cidera', 'semua']",latihan cap tahi cidera
ï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢ï£¿Ã¼Ã²Â¢ Oh shitt man,oh shitt man,negatif,oh shitt man,oh shitt man,oh shitt man,"['oh', 'shitt', 'man']",oh shitt man
"Saya sedikit kecewa dengan hasil imbang, namun saya melihat banyak hal positif dalam cara bermain tim di bawah Ruben Amorim.",saya sedikit kecewa dengan hasil imbang namun saya melihat banyak hal positif dalam cara bermain tim di bawah ruben amorim,positif,saya sedikit kecewa dengan hasil imbang namun saya melihat banyak hal positif dalam cara bermain tim di bawah ruben amorim,saya sedikit kecewa dengan hasil imbang namun saya melihat banyak hal positif dalam cara bermain tim di bawah ruben amorim,saya sedikit kecewa dengan hasil imbang namun saya melihat banyak hal positif dalam cara bermain tim di bawah ruben amorim,"['saya', 'sedikit', 'kecewa', 'dengan', 'hasil', 'imbang', 'namun', 'saya', 'melihat', 'banyak', 'hal', 'positif', 'dalam', 'cara', 'bermain', 'tim', 'di', 'bawah', 'ruben', 'amorim']",kecewa hasil imbang positif bermain tim ruben amorim
lega sekali ini anak move dri MU,lega sekali ini anak move dri mu,positif,lega sekali ini anak move dri mu,lega sekali ini anak move dri mu,lega sekali ini anak move dari mu,"['lega', 'sekali', 'ini', 'anak', 'move', 'dari', 'mu']",lega anak move mu
tim kutukan ï£¿Ã¼Ã²Ã,tim kutukan,negatif,tim kutukan,tim kutukan,tim kutukan,"['tim', 'kutukan']",tim kutukan
gg emyu,gg emyu,positif,gg emyu,gg emyu,enggak emyu,"['enggak', 'emyu']",emyu
"Nih anak sembuhnya lama, harus dibawa ke Ust Faizar biar di ruqiah dulu",nih anak sembuhnya lama harus dibawa ke ust faizar biar di ruqiah dulu,negatif,nih anak sembuhnya lama harus dibawa ke ust faizar biar di ruqiah dulu,nih anak sembuhnya lama harus dibawa ke ust faizar biar di ruqiah dulu,nih anak sembuhnya lama harus dibawa ke ust faizar biar di ruqiah dulu,"['nih', 'anak', 'sembuhnya', 'lama', 'harus', 'dibawa', 'ke', 'ust', 'faizar', 'biar', 'di', 'ruqiah', 'dulu']",nih anak sembuhnya dibawa ust faizar biar ruqiah
"Bisa gak sih tenhag kalo kalah gak usah masuk lapangan, langsung aja ke locker roomï£¿Ã¼Ã²Ã",bisa gak sih tenhag kalo kalah gak usah masuk lapangan langsung aja ke locker room,negatif,bisa gak sih tenhag kalo kalah gak usah masuk lapangan langsung aja ke locker room,bisa gak sih tenhag kalo kalah gak usah masuk lapangan langsung aja ke locker room,bisa enggak sih tenhag kalo kalah enggak usah masuk lapangan langsung saja ke locker room,"['bisa', 'enggak', 'sih', 'tenhag', 'kalo', 'kalah', 'enggak', 'usah', 'masuk', 'lapangan', 'langsung', 'saja', 'ke', 'locker', 'room']",sih tenhag kalo kalah masuk lapangan langsung locker room
jadinya main kapan bang? Jam berapa?,jadinya main kapan bang jam berapa,netral,jadinya main kapan bang jam berapa,jadinya main kapan bang jam berapa,jadinya main kapan bang jam berapa,"['jadinya', 'main', 'kapan', 'bang', 'jam', 'berapa']",main bang jam
Ga ada bedanya ama 10hag .. gonta ganti pemain .. kenapa ya ga kayak klub lain pelatih baru tapi udah paten formasinya ï£¿Ã¼Ã²â ï£¿Ã¼Ã²â,ga ada bedanya ama hag gonta ganti pemain kenapa ya ga kayak klub lain pelatih baru tapi udah paten formasinya,negatif,ga ada bedanya ama hag gonta ganti pemain kenapa ya ga kayak klub lain pelatih baru tapi udah paten formasinya,ga ada bedanya ama hag gonta ganti pemain kenapa ya ga kayak klub lain pelatih baru tapi udah paten formasinya,enggak ada bedanya sama hag gonta ganti pemain kenapa ya enggak kayak klub lain pelatih baru tapi sudah paten formasinya,"['enggak', 'ada', 'bedanya', 'sama', 'hag', 'gonta', 'ganti', 'pemain', 'kenapa', 'ya', 'enggak', 'kayak', 'klub', 'lain', 'pelatih', 'baru', 'tapi', 'sudah', 'paten', 'formasinya']",bedanya hag gonta ganti pemain ya kayak klub pelatih paten formasinya
@long.live.reuse lumayan lama??? setengah musim aja ga ada. toh pemain yg skrg peninggalan ten haag semua. ga bisa berharap banyak,livereuse lumayan lama setengah musim aja ga ada toh pemain yg skrg peninggalan ten haag semua ga bisa berharap banyak,positif,livereuse lumayan lama setengah musim aja ga ada toh pemain yg skrg peninggalan ten haag semua ga bisa berharap banyak,livereuse lumayan lama setengah musim aja ga ada toh pemain yg skrg peninggalan ten haag semua ga bisa berharap banyak,livereuse lumayan lama setengah musim saja enggak ada toh pemain yang sekarang peninggalan ten haag semua enggak bisa berharap banyak,"['livereuse', 'lumayan', 'lama', 'setengah', 'musim', 'saja', 'enggak', 'ada', 'toh', 'pemain', 'yang', 'sekarang', 'peninggalan', 'ten', 'haag', 'semua', 'enggak', 'bisa', 'berharap', 'banyak']",livereuse lumayan musim pemain peninggalan ten haag berharap
"@bobbymulyana307 lah onana antony kan pernah dilatih ETH juga dan bagus mereka waktu di ajax, dan berarti bagus di tangan pelatih yg tepat dong,  cuma kan di liga dan di team yg berbeda. yaa udah pasti beda atmosfirnyaa. gimana sihh",lah onana antony kan pernah dilatih eth juga dan bagus mereka waktu di ajax dan berarti bagus di tangan pelatih yg tepat dong cuma kan di liga dan di team yg berbeda yaa udah pasti beda atmosfirnyaa gimana sihh,positif,lah onana antony kan pernah dilatih eth juga dan bagus mereka waktu di ajax dan berarti bagus di tangan pelatih yg tepat dong cuma kan di liga dan di team yg berbeda yaa udah pasti beda atmosfirnyaa gimana sihh,lah onana antony kan pernah dilatih eth juga dan bagus mereka waktu di ajax dan berarti bagus di tangan pelatih yg tepat dong cuma kan di liga dan di team yg berbeda yaa udah pasti beda atmosfirnyaa gimana sihh,lah onana antony kan pernah dilatih eth juga dan bagus mereka waktu di ajax dan berarti bagus di tangan pelatih yang tepat dong cuma kan di liga dan di team yang berbeda ya sudah pasti beda atmosfirnyaa bagaimana sih,"['lah', 'onana', 'antony', 'kan', 'pernah', 'dilatih', 'eth', 'juga', 'dan', 'bagus', 'mereka', 'waktu', 'di', 'ajax', 'dan', 'berarti', 'bagus', 'di', 'tangan', 'pelatih', 'yang', 'tepat', 'dong', 'cuma', 'kan', 'di', 'liga', 'dan', 'di', 'team', 'yang', 'berbeda', 'ya', 'sudah', 'pasti', 'beda', 'atmosfirnyaa', 'bagaimana', 'sih']",onana antony dilatih eth bagus ajax bagus tangan pelatih liga team berbeda ya beda atmosfirnyaa sih
"Onana makin percaya diri, tapi defense masih mudah ditembus. Kemenangan 3-1 harus segera diperbaiki.",onana makin percaya diri tapi defense masih mudah ditembus kemenangan harus segera diperbaiki,positif,onana makin percaya diri tapi defense masih mudah ditembus kemenangan harus segera diperbaiki,onana makin percaya diri tapi defense masih mudah ditembus kemenangan harus segera diperbaiki,onana makin percaya diri tapi defense masih mudah ditembus kemenangan harus segera diperbaiki,"['onana', 'makin', 'percaya', 'diri', 'tapi', 'defense', 'masih', 'mudah', 'ditembus', 'kemenangan', 'harus', 'segera', 'diperbaiki']",onana percaya defense mudah ditembus kemenangan diperbaiki
"H2H vs Brighton jelek banget dari 6 match : 5 kalah,terakhir W laga penutup musim lalu yg W 0-2",hh vs brighton jelek banget dari match kalahterakhir w laga penutup musim lalu yg w,negatif,hh vs brighton jelek banget dari match kalahterakhir w laga penutup musim lalu yg w,hh vs brighton jelek banget dari match kalahterakhir w laga penutup musim lalu yg w,hh vs brighton jelek banget dari match kalahterakhir gue laga penutup musim lalu yang gue,"['hh', 'vs', 'brighton', 'jelek', 'banget', 'dari', 'match', 'kalahterakhir', 'gue', 'laga', 'penutup', 'musim', 'lalu', 'yang', 'gue']",hh vs brighton jelek banget match kalahterakhir gue laga penutup musim gue
@kelvjunios nahh ï£¿Ã¼Ã²Ã forest sering loh maen 3 bek match terakhir menang 7-0 juga pake formasi itu,nahh forest sering loh maen bek match terakhir menang juga pake formasi itu,positif,nahh forest sering loh maen bek match terakhir menang juga pake formasi itu,nahh forest sering loh maen bek match terakhir menang juga pake formasi itu,nah forest sering loh main bek match terakhir menang juga pakai formasi itu,"['nah', 'forest', 'sering', 'loh', 'main', 'bek', 'match', 'terakhir', 'menang', 'juga', 'pakai', 'formasi', 'itu']",forest loh main bek match menang pakai formasi
"Saya senang melihat Bruno Fernandes tampil lebih dominan di lini tengah, meskipun hasilnya imbang, saya optimis dengan masa depan MU di bawah Ruben Amorim.",saya senang melihat bruno fernandes tampil lebih dominan di lini tengah meskipun hasilnya imbang saya optimis dengan masa depan mu di bawah ruben amorim,positif,saya senang melihat bruno fernandes tampil lebih dominan di lini tengah meskipun hasilnya imbang saya optimis dengan masa depan mu di bawah ruben amorim,saya senang melihat bruno fernandes tampil lebih dominan di lini tengah meskipun hasilnya imbang saya optimis dengan masa depan mu di bawah ruben amorim,saya senang melihat bruno fernandes tampil lebih dominan di lini tengah meskipun hasilnya imbang saya optimis dengan masa depan mu di bawah ruben amorim,"['saya', 'senang', 'melihat', 'bruno', 'fernandes', 'tampil', 'lebih', 'dominan', 'di', 'lini', 'tengah', 'meskipun', 'hasilnya', 'imbang', 'saya', 'optimis', 'dengan', 'masa', 'depan', 'mu', 'di', 'bawah', 'ruben', 'amorim']",senang bruno fernandes tampil dominan lini hasilnya imbang optimis mu ruben amorim
Layak jual/buang. Udah mentok ini barang.,layak jualbuang udah mentok ini barang,negatif,layak jualbuang udah mentok ini barang,layak jualbuang udah mentok ini barang,layak jualbuang sudah mentok ini barang,"['layak', 'jualbuang', 'sudah', 'mentok', 'ini', 'barang']",layak jualbuang mentok barang
"Diliat liat egonya amorim 11/12 sama si botak, dia ga mikir apa ya kalo kedalaman skuadnya tuh tipis bgt, orang mah nanti aja kek pas akhir musim biar sekalian cuci gudang",diliat liat egonya amorim sama si botak dia ga mikir apa ya kalo kedalaman skuadnya tuh tipis bgt orang mah nanti aja kek pas akhir musim biar sekalian cuci gudang,negatif,diliat liat egonya amorim sama si botak dia ga mikir apa ya kalo kedalaman skuadnya tuh tipis bgt orang mah nanti aja kek pas akhir musim biar sekalian cuci gudang,diliat liat egonya amorim sama si botak dia ga mikir apa ya kalo kedalaman skuadnya tuh tipis bgt orang mah nanti aja kek pas akhir musim biar sekalian cuci gudang,dilihat lihat egonya amorim sama sih botak dia enggak mikir apa ya kalo kedalaman skuadnya tuh tipis banget orang mah nanti saja kayak pas akhir musim biar sekalian cuci gudang,"['dilihat', 'lihat', 'egonya', 'amorim', 'sama', 'sih', 'botak', 'dia', 'enggak', 'mikir', 'apa', 'ya', 'kalo', 'kedalaman', 'skuadnya', 'tuh', 'tipis', 'banget', 'orang', 'mah', 'nanti', 'saja', 'kayak', 'pas', 'akhir', 'musim', 'biar', 'sekalian', 'cuci', 'gudang']",lihat egonya amorim sih botak mikir ya kalo kedalaman skuadnya tuh tipis banget orang mah kayak pas musim biar cuci gudang
SEMOGA AJA MATHYS TELL DIBELI DAH SAMA MAN U!!!!,semoga aja mathys tell dibeli dah sama man u,positif,semoga aja mathys tell dibeli dah sama man u,semoga aja mathys tell dibeli dah sama man u,semoga saja mathys tell dibeli deh sama man lu,"['semoga', 'saja', 'mathys', 'tell', 'dibeli', 'deh', 'sama', 'man', 'lu']",semoga mathys tell dibeli deh man lu
"Lini belakang benar-benar hancur! Kalah 1-2, harus lebih hati-hati dan lebih solid ke depannya.",lini belakang benarbenar hancur kalah harus lebih hatihati dan lebih solid ke depannya,negatif,lini belakang benarbenar hancur kalah harus lebih hatihati dan lebih solid ke depannya,lini belakang benarbenar hancur kalah harus lebih hatihati dan lebih solid ke depannya,lini belakang benarbenar hancur kalah harus lebih hatihati dan lebih solid ke depannya,"['lini', 'belakang', 'benarbenar', 'hancur', 'kalah', 'harus', 'lebih', 'hatihati', 'dan', 'lebih', 'solid', 'ke', 'depannya']",lini benarbenar hancur kalah hatihati solid depannya
Bayindir ama Heaton dijajanin apa si sama onana ini. Dahlah pasrah aja wkwk,bayindir ama heaton dijajanin apa si sama onana ini dahlah pasrah aja wkwk,negatif,bayindir ama heaton dijajanin apa si sama onana ini dahlah pasrah aja wkwk,bayindir ama heaton dijajanin apa si sama onana ini dahlah pasrah aja wkwk,bayindir sama heaton dijajanin apa sih sama onana ini dahlah pasrah saja wkwk,"['bayindir', 'sama', 'heaton', 'dijajanin', 'apa', 'sih', 'sama', 'onana', 'ini', 'dahlah', 'pasrah', 'saja', 'wkwk']",bayindir heaton dijajanin sih onana dahlah pasrah wkwk
Saya ragu apakah Amorim bisa membawa tim ini juara.,saya ragu apakah amorim bisa membawa tim ini juara,negatif,saya ragu apakah amorim bisa membawa tim ini juara,saya ragu apakah amorim bisa membawa tim ini juara,saya ragu apakah amorim bisa membawa tim ini juara,"['saya', 'ragu', 'apakah', 'amorim', 'bisa', 'membawa', 'tim', 'ini', 'juara']",ragu amorim membawa tim juara
"@irfansyahidi kebiasaan pelatih ini gitu, cuma main aman berharap hoki. Musim ke3 melatih main gak aktraktif, ada striker pasang bruno. Pelatih LFC aja baru datang mainnya lebih aktraktif dan efektif",kebiasaan pelatih ini gitu cuma main aman berharap hoki musim ke melatih main gak aktraktif ada striker pasang bruno pelatih lfc aja baru datang mainnya lebih aktraktif dan efektif,positif,kebiasaan pelatih ini gitu cuma main aman berharap hoki musim ke melatih main gak aktraktif ada striker pasang bruno pelatih lfc aja baru datang mainnya lebih aktraktif dan efektif,kebiasaan pelatih ini gitu cuma main aman berharap hoki musim ke melatih main gak aktraktif ada striker pasang bruno pelatih lfc aja baru datang mainnya lebih aktraktif dan efektif,kebiasaan pelatih ini begitu cuma main aman berharap hoki musim ke melatih main enggak aktraktif ada striker pasang bruno pelatih lfc saja baru datang mainnya lebih aktraktif dan efektif,"['kebiasaan', 'pelatih', 'ini', 'begitu', 'cuma', 'main', 'aman', 'berharap', 'hoki', 'musim', 'ke', 'melatih', 'main', 'enggak', 'aktraktif', 'ada', 'striker', 'pasang', 'bruno', 'pelatih', 'lfc', 'saja', 'baru', 'datang', 'mainnya', 'lebih', 'aktraktif', 'dan', 'efektif']",kebiasaan pelatih main aman berharap hoki musim melatih main aktraktif striker pasang bruno pelatih lfc mainnya aktraktif efektif
"MU bawa pulang kemenangan 3-0, tapi kita nggak boleh lupa kalau defense kita masih lemah. Harus diperbaiki.",mu bawa pulang kemenangan tapi kita nggak boleh lupa kalau defense kita masih lemah harus diperbaiki,positif,mu bawa pulang kemenangan tapi kita nggak boleh lupa kalau defense kita masih lemah harus diperbaiki,mu bawa pulang kemenangan tapi kita nggak boleh lupa kalau defense kita masih lemah harus diperbaiki,mu bawa pulang kemenangan tapi kita enggak boleh lupa kalau defense kita masih lemah harus diperbaiki,"['mu', 'bawa', 'pulang', 'kemenangan', 'tapi', 'kita', 'enggak', 'boleh', 'lupa', 'kalau', 'defense', 'kita', 'masih', 'lemah', 'harus', 'diperbaiki']",mu bawa pulang kemenangan lupa defense lemah diperbaiki
@edgoofy sterling masih ok lah...main cepat,sterling masih ok lahmain cepat,positif,sterling masih ok lahmain cepat,sterling masih ok lahmain cepat,sterling masih ok lahmain cepat,"['sterling', 'masih', 'ok', 'lahmain', 'cepat']",sterling ok lahmain cepat
@ebbydiwangga Bayindir ngab.,bayindir ngab,negatif,bayindir ngab,bayindir ngab,bayindir ngab,"['bayindir', 'ngab']",bayindir ngab
